ambushID,wolf,trailLength,season,ambushDate
BHA_1375,O0C,27,Summer,9/15/21
BHA_1378,O0C,45,Summer,8/31/21
BHA_1379,V094,20,Summer,9/10/21
BHA_1380,P0C,27,Summer,9/13/21
BHA_1381,P0C,31,Summer,9/18/21
BHA_1382,V071,14,Summer,9/12/21
BHA_1383,V071,27,Summer,9/15/21
BHA_1384,V071,13,Summer,9/11/21
BHA_1386,P0C,63,Summer,9/11/21
BHA_1387,P0C,63,Summer,9/16/21
BHA_1388,V071,66,Summer,9/15/21
BHA_1389,V071,46,Summer,9/17/21
BHA_1390,V071,34,Fall,9/21/21
BHA_1391,V071,11,Summer,9/16/21
BHA_1393,V071,24,Summer,9/16/21
BHA_1394,V079,60,Summer,9/20/21
BHA_1396,V079,41,Summer,9/14/21
BHA_1397,V079,46,Summer,9/14/21
BHA_1398,V079,33,Summer,9/14/21
BHA_1399,V079,48,Summer,9/15/21
BHA_1400,V079,51,Summer,9/15/21
BHA_1401,V079,31,Summer,9/16/21
BHA_1402,O0C,28,Summer,9/18/21
BHA_1403,O0C,5,Summer,9/15/21
BHA_1407,O0C,10,Summer,9/20/21
BHA_1408,V079,62,Summer,9/11/21
BHA_1410,O0C,13,Fall,9/20/21
BHA_1411,V079,31,Summer,9/18/21
BHA_1412,P0C,36,Fall,9/25/21
BHA_1413,P0C,100,Summer,9/18/21
BHA_1414,P0C,98.5,Fall,9/26/21
BHA_1415,V071,18,Fall,9/26/21
BHA_1416,V071,32,Fall,9/23/21
BHA_1417,V071,18,Fall,9/26/21
BHA_1420,V079,65,Fall,9/24/21
BHA_1422,V079,56,Fall,9/29/21
BHA_1423,V071,62,Summer,9/17/21
BHA_1424,V094,33,Summer,9/13/21
BHA_1427,O0C,26,Fall,10/3/21
BHA_1428,O0C,28,Fall,10/3/21
BHA_1429,O0C,41,Fall,9/24/21
BHA_1430,O0C,33,Fall,9/26/21
BHA_1432,O0C,18,Fall,9/26/21
BHA_1435,O0C,70,Fall,9/24/21
BHA_1439,O0C,13,Fall,9/30/21
BHA_1440,O0C,45,Fall,10/1/21
BHA_1442,O0C,35,Fall,10/3/21
BHA_1445,V094,11,Fall,10/1/21
BHA_1446,V094,22,Fall,10/1/21
BHA_1450,P0C,61,Fall,9/27/21
BHA_1451,P0C,38,Fall,9/28/21
BHA_1452,V071,9,Fall,10/3/21
BHA_1453,V079,31,Fall,10/2/21
BHA_1454,V079,50,Fall,10/2/21
BHA_1455,V079,46,Fall,10/3/21
BHA_1456,V079,41,Fall,10/3/21
BHA_1457,V079,38,Fall,10/3/21
BHA_1459,V079,31,Fall,10/1/21
BHA_1460,V079,37,Fall,10/1/21
BHA_1461,V079,10,Fall,10/2/21
BHA_1462,V079,44,Fall,10/2/21
BHA_1463,V079,29,Fall,10/4/21
BHA_1464,V079,20,Fall,10/5/21
BHA_1465,V079,32,Fall,10/5/21
BHA_1466,V079,51,Fall,10/6/21
BHA_1467,V079,30,Fall,10/4/21
BHA_1474,O0C,11,Fall,10/12/21
BHA_1477,O0C,27,Fall,10/10/21
BHA_1479,O0C,38,Fall,10/4/21
BHA_1480,O0C,17,Fall,10/5/21
BHA_1482,O0C,32,Fall,10/8/21
BHA_1483,V094,57,Fall,10/5/21
BHA_1484,O0C,30,Fall,10/7/21
BHA_1487,O0C,23,Fall,10/7/21
BHA_1489,P0C,60,Fall,10/7/21
BHA_1490,P0C,66,Fall,10/8/21
BHA_1491,P0C,16,Fall,10/6/21
BHA_1492,V071,24,Fall,10/12/21
BHA_1493,V071,26,Fall,10/9/21
BHA_1494,V071,68,Fall,10/11/21
BHA_1496,V071,70,Fall,10/11/21
BHA_1497,V071,45,Fall,10/11/21
BHA_1498,V071,45,Fall,10/13/21
BHA_1499,V071,34,Fall,10/10/21
BHA_1500,V071,27,Fall,10/10/21
BHA_1501,V071,16,Fall,10/10/21
BHA_1502,V071,32,Fall,10/11/21
BHA_1503,V071,21,Fall,10/15/21
BHA_1504,V079,37,Fall,10/14/21
BHA_1506,V079,60,Fall,10/9/21
BHA_1509,V079,39,Fall,10/8/21
BHA_1510,V079,58,Fall,10/8/21
BHA_1511,V079,31,Fall,10/17/21
BHA_1512,V079,14,Fall,10/17/21
BHA_1514,V079,44,Fall,10/11/21
BHA_1515,V079,32,Fall,10/11/21
BHA_1516,V079,57,Fall,10/11/21
BHA_1518,O0C,11,Fall,10/15/21
BHA_1521,O0C,10,Fall,10/17/21
BHA_1523,O0C,53,Fall,10/18/21
BHA_1524,V071,30,Fall,10/16/21
BHA_1525,V071,16,Fall,10/17/21
BHA_1527,V071,17,Fall,10/19/21
BHA_1528,V071,19,Fall,10/19/21
BHA_1529,V079,57,Fall,10/11/21
BHA_1530,V094,74,Fall,10/20/21
BHA_1531,V094,25,Fall,10/20/21
BHA_1532,V079,97,Fall,10/20/21
BHA_1533,V079,37,Fall,10/23/21
BHA_1534,O0C,61,Fall,10/23/21
BHA_1535,O0C,20,Fall,10/23/21
BHA_1536,V079,15,Fall,10/21/21
BHA_1537,V079,21,Fall,10/21/21
BHA_1538,V079,26,Fall,10/21/21
BHA_1539,V079,17,Fall,10/19/21
BHA_1540,P0C,23,Fall,10/21/21
BHA_1541,P0C,79,Fall,10/28/21
BHA_1542,V071,52,Fall,10/27/21
BHA_1543,V071,52,Fall,10/26/21
BHA_1544,V071,52,Fall,10/27/21
BHA_1545,V071,18,Fall,10/24/21
BHA_1546,V071,31,Fall,10/26/21
BHA_1547,V079,22,Fall,10/27/21
BHA_1548,V079,22,Fall,10/27/21
BHA_1549,V071,50,Fall,10/21/21
BHA_1550,V071,16,Fall,10/26/21
BHA_1551,V071,46,Fall,10/23/21
BHA_1552,V071,50,Fall,10/23/21
BHA_1553,V071,25,Fall,10/27/21
BHA_1554,V071,15,Fall,10/28/21
BHA_1557,P0C,37,Fall,10/19/21
BHA_1558,P0C,47,Fall,10/19/21
BHA_1560,Y1T,30,Spring,5/20/22
BHA_1583,P0C,12,Spring,5/31/22
BHA_1588,P0C,31,Spring,6/1/22
BHA_1590,P0C,14,Spring,6/2/22
BHA_1602,Y2L,10,Spring,6/2/22
BHA_1605,P0C,24,Spring,6/12/22
BHA_1606,P0C,14,Spring,6/7/22
BHA_1631,R1T,18,Summer,7/3/22
BHA_1634,Y1T,17,Summer,6/27/22
BHA_1637,P0C,10,Summer,7/5/22
BHA_1639,P2L,23,Summer,7/7/22
BHA_1647,P2L,6,Summer,7/16/22
BHA_1653,P0C,10,Summer,7/21/22
BHA_1656,P0C,24,Summer,7/24/22
BHA_1658,Y1T,20,Summer,7/14/22
BHA_1662,P0C,13,Summer,7/27/22
BHA_1664,P0C,45,Summer,7/29/22
BHA_1665,P0C,7,Summer,7/29/22
BHA_1666,P0C,35,Summer,7/30/22
BHA_1670,R1T,18,Summer,8/3/22
BHA_1671,R1T,18,Summer,8/6/22
BHA_1672,R2L,12,Summer,8/2/22
BHA_1675,R1T,22,Summer,8/7/22
BHA_1676,P0C,41,Summer,8/13/22
BHA_1677,P3S,41,Summer,8/13/22
BHA_1678,P0C,29,Summer,8/15/22
BHA_1679,P3S,29,Summer,8/15/22
BHA_1681,P0C,77,Summer,8/12/22
BHA_1682,P3S,77,Summer,8/12/22
BHA_1688,P0C,38,Summer,8/14/22
BHA_1689,P3S,38,Summer,8/14/22
BHA_1692,P0C,10,Summer,8/7/22
BHA_1693,P3S,7,Summer,8/7/22
BHA_1698,P0C,19,Summer,8/11/22
BHA_1701,R2L,21,Summer,8/14/22
BHA_1710,P0C,36,Summer,8/21/22
BHA_1711,P3S,36,Summer,8/21/22
BHA_1714,R2L,43,Summer,8/25/22
BHA_1729,R1T,13,Summer,8/25/22
BHA_1731,P0C,4,Summer,8/24/22
BHA_1732,P0C,12,Summer,8/27/22
BHA_1733,P0C,22,Summer,8/28/22
BHA_1736,P3S,12,Summer,8/27/22
BHA_1737,P3S,22,Summer,8/28/22
BHA_1739,P3S,20,Summer,8/29/22
BHA_1741,P0C,35,Summer,8/29/22
BHA_1742,P3S,40,Summer,8/29/22
BHA_1743,P3S,30,Summer,8/29/22
BHA_1744,P0C,30,Summer,8/29/22
BHA_1749,P3S,35,Summer,8/29/22
BHA_1750,P0C,57,Summer,8/25/22
BHA_1751,P3S,57,Summer,8/25/22
BHA_1752,P0C,14,Summer,8/27/22
BHA_1753,P3S,14,Summer,8/27/22
BHA_1755,P0C,29,Summer,8/26/22
BHA_1758,B3S,30,Summer,8/29/22
BHA_1760,P0C,24,Summer,8/22/22
BHA_1762,R1T,18,Summer,9/4/22
BHA_1765,R2L,16,Summer,9/5/22
BHA_1766,R2L,15,Summer,9/3/22
BHA_1767,R2L,8,Summer,9/4/22
BHA_1768,R2L,38,Summer,8/31/22
BHA_1776,P0C,9,Summer,9/1/22
BHA_1777,P0C,32,Summer,9/2/22
BHA_1778,P3S,35,Summer,8/31/22
BHA_1779,P0C,35,Summer,9/1/22
BHA_1780,P0C,35,Summer,9/1/22
BHA_1781,P0C,35,Summer,9/2/22
BHA_1784,P0C,25,Summer,9/3/22
BHA_1785,P3S,25,Summer,9/3/22
BHA_1786,P0C,29,Summer,9/4/22
BHA_1787,P3S,33,Summer,9/4/22
BHA_1790,Y1T,17,Summer,9/8/22
BHA_1794,R2L,46,Summer,9/2/22
BHA_1800,B4D,18,Summer,9/7/22
BHA_1801,R1T,11,Summer,9/11/22
BHA_1803,R2L,16,Summer,9/8/22
BHA_1805,R2L,10,Summer,9/11/22
BHA_1809,R2L,8,Summer,9/12/22
BHA_1812,R1T,24,Summer,9/5/22
BHA_1813,R1T,19,Summer,9/10/22
BHA_1814,R2L,5,Summer,9/10/22
BHA_1816,P0C,57,Summer,9/10/22
BHA_1817,P3S,57,Summer,9/10/22
BHA_1818,R2L,5,Summer,9/13/22
BHA_1824,P3S,15,Summer,9/8/22
BHA_1825,P0C,15,Summer,9/13/22
BHA_1826,P3S,15,Summer,9/13/22
BHA_1829,P0C,20,Summer,9/13/22
BHA_1830,P3S,20,Summer,9/13/22
BHA_1833,P0C,34,Summer,9/8/22
BHA_1834,P3S,34,Summer,9/8/22
BHA_1836,B3S,11,Summer,9/13/22
BHA_1839,Y1T,30,Summer,9/5/22
BHA_1840,Y1T,30,Summer,9/7/22
BHA_1841,Y1T,18,Summer,9/15/22
BHA_1842,B3S,4,Summer,9/18/22
BHA_1848,R1T,16,Summer,9/21/22
BHA_1849,R1T,8,Summer,9/21/22
BHA_1850,R1T,22,Summer,9/21/22
BHA_1852,R2L,2,Summer,9/9/22
BHA_1853,R2L,13,Summer,9/9/22
BHA_1854,P0C,2,Fall,9/24/22
BHA_1855,P3S,2,Fall,9/24/22
BHA_1856,P0C,14,Summer,9/18/22
BHA_1857,P3S,14,Summer,9/18/22
BHA_1858,P0C,37,Summer,9/20/22
BHA_1859,P3S,37,Summer,9/20/22
BHA_1860,B4D,29,Fall,9/24/22
BHA_1861,B3S,84,Fall,9/22/22
BHA_1864,B4D,40,Summer,9/19/22
BHA_1866,Y1T,19,Fall,9/22/22
BHA_1867,R2L,16,Fall,9/21/22
BHA_1872,R2L,15,Fall,9/27/22
BHA_1873,R2L,25,Fall,9/22/22
BHA_1875,R2L,9,Fall,9/26/22
BHA_1876,R1T,40,Fall,9/23/22
BHA_1879,R1T,4,Fall,9/23/22
BHA_1881,R2L,22,Fall,9/21/22
BHA_1886,P3S,28,Fall,10/1/22
BHA_1887,P0C,31,Fall,10/1/22
BHA_1888,P0C,42,Fall,9/28/22
BHA_1890,P0C,42,Fall,10/2/22
BHA_1892,P3S,44,Fall,10/2/22
BHA_1893,P0C,8,Fall,9/29/22
BHA_1894,P3S,8,Fall,9/29/22
BHA_1895,P0C,36,Fall,9/29/22
BHA_1896,P3S,36,Fall,9/29/22
BHA_1899,B3S,20,Fall,10/1/22
BHA_1901,R2L,76,Fall,9/25/22
BHA_1902,R2L,12,Fall,9/25/22
BHA_1903,P0C,76,Fall,9/28/22
BHA_1904,P3S,63,Fall,9/28/22
BHA_1905,Y1T,12,Fall,9/28/22
BHA_1906,P0C,26,Fall,10/3/22
BHA_1907,P0C,28,Fall,10/3/22
BHA_1908,P0C,5,Fall,10/5/22
BHA_1909,P3S,1,Fall,10/3/22
BHA_1910,P3S,13,Fall,10/3/22
BHA_1911,P3S,5,Fall,10/5/22
BHA_1914,R2L,3,Fall,9/30/22
BHA_1915,P0C,36,Fall,10/5/22
BHA_1917,B4D,12,Fall,10/10/22
BHA_1918,B3S,19,Fall,10/5/22
BHA_1921,P0C,35,Fall,10/14/22
BHA_1922,P0C,59,Fall,10/14/22
BHA_1923,P3S,59,Fall,10/14/22
BHA_1924,P0C,40,Fall,10/14/22
BHA_1925,P3S,40,Fall,10/14/22
BHA_1926,P0C,6,Fall,10/14/22
BHA_1927,P3S,6,Fall,10/14/22
BHA_1928,P0C,30,Fall,10/10/22
BHA_1929,P3S,30,Fall,10/10/22
BHA_1930,P0C,63,Fall,10/17/22
BHA_1931,P3S,63,Fall,10/17/22
BHA_1939,B3S,10,Fall,10/18/22
BHA_1940,R2L,19,Fall,10/11/22
BHA_1941,B3S,22,Fall,10/19/22
BHA_1944,P0C,51,Fall,10/27/22
BHA_1945,P3S,51,Fall,10/28/22
BHA_1946,Y1T,14,Fall,10/26/22
BHA_1950,P0C,10,Fall,10/23/22
BHA_1953,P0C,10,Fall,10/24/22
BHA_1954,P3S,10,Fall,10/24/22
BHA_1955,Y1T,11,Fall,10/24/22
BHA_1958,P3S,34,Fall,10/26/22
BHA_1959,P0C,19,Fall,10/26/22
BHA_1960,R1T,18,Fall,10/20/22
BHA_1961,R1T,16,Fall,10/16/22
BHA_1962,R1T,2,Fall,10/18/22
BHA_1963,R2L,17,Fall,10/6/22
BHA_1964,R2L,17,Fall,10/9/22
