FT_ID,lodgeNumber,lodgeType,year,trailLength,season
2288_FT37,2288,Pond,2017,11,fallStatus
2288_FT43,2288,Pond,2017,12,fallStatus
2288_FT44,2288,Pond,2017,12,fallStatus
2288_FT45,2288,Pond,2017,20,fallStatus
1066_FT02,1066,Lake,2017,11,fallStatus
1066_FT04,1066,Lake,2017,16,fallStatus
2802_FT01,2802,Lake,2017,51,fallStatus
2802_FT02,2802,Lake,2017,69,fallStatus
2802_FT03,2802,Lake,2017,69,fallStatus
2802_FT04,2802,Lake,2017,77,fallStatus
2802_FT05,2802,Lake,2017,28,fallStatus
2802_FT06,2802,Lake,2017,36,fallStatus
2802_FT07,2802,Lake,2017,37,fallStatus
2802_FT08,2802,Lake,2017,42,fallStatus
1537_FT02,1537,Lake,2017,3,fallStatus
1537_FT03,1537,Lake,2017,5,fallStatus
1537_FT04,1537,Lake,2017,25,fallStatus
1537_FT05,1537,Lake,2017,15,fallStatus
1537_FT06,1537,Lake,2017,6,fallStatus
3198_FT01,3198,Lake,2017,22,fallStatus
3198_FT02,3198,Lake,2017,15,fallStatus
3198_FT04,3198,Lake,2017,27,fallStatus
3198_FT05,3198,Lake,2017,9,fallStatus
3224_FT02,3224,Pond,2018,13,fallStatus
3224_FT03,3224,Pond,2018,11,fallStatus
3224_FT04,3224,Pond,2018,9,fallStatus
3224_FT05,3224,Pond,2018,9,fallStatus
3224_FT07,3224,Pond,2018,18,fallStatus
3224_FT08,3224,Pond,2018,28,fallStatus
3224_FT09,3224,Pond,2018,11,fallStatus
3224_FT11,3224,Pond,2018,13,fallStatus
3224_FT14,3224,Pond,2018,21,fallStatus
3224_FT15,3224,Pond,2018,19,fallStatus
3224_FT16,3224,Pond,2018,32,fallStatus
3224_FT22,3224,Pond,2018,20,fallStatus
3224_FT26,3224,Pond,2018,20,fallStatus
3224_FT28,3224,Pond,2018,4,fallStatus
3224_FT30,3224,Pond,2018,9,fallStatus
3224_FT31,3224,Pond,2018,12,fallStatus
3224_FT35,3224,Pond,2018,4,fallStatus
3224_FT36,3224,Pond,2018,3,fallStatus
3224_FT37,3224,Pond,2018,15,fallStatus
3224_FT38,3224,Pond,2018,4,fallStatus
3224_FT39,3224,Pond,2018,14,fallStatus
3224_FT40,3224,Pond,2018,7,fallStatus
3224_FT41,3224,Pond,2018,9,fallStatus
3558_FT01,3558,Pond,2018,6,fallStatus
3558_FT09,3558,Pond,2018,6,fallStatus
3558_FT14,3558,Pond,2018,13,fallStatus
3558_FT16,3558,Pond,2018,19,fallStatus
3558_FT17,3558,Pond,2018,13,fallStatus
3558_FT21,3558,Pond,2018,12,fallStatus
3558_FT25,3558,Pond,2018,28,fallStatus
3558_FT26,3558,Pond,2018,37,fallStatus
3558_FT27,3558,Pond,2018,46,fallStatus
1152_FT06,1152,Pond,2018,20,fallStatus
1152_FT07,1152,Pond,2018,11,fallStatus
1152_FT19,1152,Pond,2018,11,fallStatus
1152_FT20,1152,Pond,2018,14,fallStatus
1152_FT26,1152,Pond,2018,23,fallStatus
1152_FT27,1152,Pond,2018,23,fallStatus
1152_FT28,1152,Pond,2018,26,fallStatus
1152_FT29,1152,Pond,2018,10,fallStatus
1152_FT30,1152,Pond,2018,38,fallStatus
1152_FT31,1152,Pond,2018,35,fallStatus
1152_FT32,1152,Pond,2018,23,fallStatus
1152_FT33,1152,Pond,2018,38,fallStatus
1519_FT06,1519,Lake,2018,39,fallStatus
1519_FT07,1519,Lake,2018,23,fallStatus
1519_FT08,1519,Lake,2018,6,fallStatus
1794_FT01,1794,Lake,2018,10,fallStatus
1794_FT05,1794,Lake,2018,24,fallStatus
1794_FT10,1794,Lake,2018,10,fallStatus
1794_FT12,1794,Lake,2018,12,fallStatus
1794_FT13,1794,Lake,2018,15,fallStatus
1794_FT14,1794,Lake,2018,13,fallStatus
1794_FT15,1794,Lake,2018,14,fallStatus
1794_FT16,1794,Lake,2018,18,fallStatus
1794_FT17,1794,Lake,2018,14,fallStatus
1794_FT18,1794,Lake,2018,16,fallStatus
1794_FT19,1794,Lake,2018,20,fallStatus
1794_FT20,1794,Lake,2018,8,fallStatus
1794_FT21,1794,Lake,2018,5,fallStatus
1794_FT22,1794,Lake,2018,18,fallStatus
1794_FT23,1794,Lake,2018,3,fallStatus
1794_FT24,1794,Lake,2018,5,fallStatus
1794_FT25,1794,Lake,2018,14,fallStatus
1794_FT26,1794,Lake,2018,12,fallStatus
1794_FT27,1794,Lake,2018,11,fallStatus
1794_FT28,1794,Lake,2018,25,fallStatus
1794_FT29,1794,Lake,2018,25,fallStatus
1794_FT30,1794,Lake,2018,13,fallStatus
1794_FT31,1794,Lake,2018,18,fallStatus
1794_FT32,1794,Lake,2018,17,fallStatus
1794_FT33,1794,Lake,2018,11,fallStatus
1794_FT34,1794,Lake,2018,11,fallStatus
1794_FT35,1794,Lake,2018,8,fallStatus
1794_FT36,1794,Lake,2018,12,fallStatus
1794_FT37,1794,Lake,2018,54,fallStatus
1794_FT38,1794,Lake,2018,12,fallStatus
1794_FT39,1794,Lake,2018,8,fallStatus
3348_FT03,3348,Lake,2018,10,fallStatus
3348_FT04,3348,Lake,2018,8,fallStatus
3348_FT05,3348,Lake,2018,11,fallStatus
3348_FT14,3348,Lake,2018,19,fallStatus
3348_FT20,3348,Lake,2018,33,fallStatus
3348_FT21,3348,Lake,2018,33,fallStatus
3348_FT22,3348,Lake,2018,6,fallStatus
3348_FT30,3348,Lake,2018,6,fallStatus
3348_FT31,3348,Lake,2018,21,fallStatus
3348_FT32,3348,Lake,2018,18,fallStatus
3348_FT34,3348,Lake,2018,30,fallStatus
3348_FT35,3348,Lake,2018,58,fallStatus
3348_FT37,3348,Lake,2018,31,fallStatus
3348_FT42,3348,Lake,2018,26,fallStatus
3348_FT44,3348,Lake,2018,22,fallStatus
3348_FT45,3348,Lake,2018,10,fallStatus
3348_FT46,3348,Lake,2018,22,fallStatus
3348_FT48,3348,Lake,2018,7,fallStatus
3348_FT49,3348,Lake,2018,2,fallStatus
3348_FT50,3348,Lake,2018,2,fallStatus
3348_FT51,3348,Lake,2018,5,fallStatus
3348_FT52,3348,Lake,2018,8,fallStatus
3348_FT53,3348,Lake,2018,8,fallStatus
3348_FT54,3348,Lake,2018,9,fallStatus
3348_FT55,3348,Lake,2018,32,fallStatus
3348_FT56,3348,Lake,2018,23,fallStatus
3348_FT57,3348,Lake,2018,39,fallStatus
3348_FT58,3348,Lake,2018,47,fallStatus
3348_FT59,3348,Lake,2018,46,fallStatus
3348_FT60,3348,Lake,2018,48,fallStatus
1282_FT49,1282,Lake,2018,41,fallStatus
1282_FT50,1282,Lake,2018,18,fallStatus
1282_FT51,1282,Lake,2018,10,fallStatus
1282_FT52,1282,Lake,2018,26,fallStatus
1282_FT53,1282,Lake,2018,26,fallStatus
1282_FT54,1282,Lake,2018,6,fallStatus
1282_FT55,1282,Lake,2018,18,fallStatus
1282_FT56,1282,Lake,2018,26,fallStatus
1282_FT57,1282,Lake,2018,11,fallStatus
1282_FT58,1282,Lake,2018,14,fallStatus
1282_FT59,1282,Lake,2018,14,fallStatus
1282_FT60,1282,Lake,2018,15,fallStatus
1282_FT61,1282,Lake,2018,11,fallStatus
1282_FT62,1282,Lake,2018,16,fallStatus
1282_FT63,1282,Lake,2018,17,fallStatus
1282_FT64,1282,Lake,2018,17,fallStatus
1282_FT65,1282,Lake,2018,10,fallStatus
1282_FT66,1282,Lake,2018,15,fallStatus
1282_FT67,1282,Lake,2018,15,fallStatus
1282_FT68,1282,Lake,2018,14,fallStatus
1282_FT69,1282,Lake,2018,8,fallStatus
1282_FT70,1282,Lake,2018,18,fallStatus
1282_FT71,1282,Lake,2018,5,fallStatus
1282_FT72,1282,Lake,2018,10,fallStatus
1282_FT73,1282,Lake,2018,16,fallStatus
1282_FT74,1282,Lake,2018,12,fallStatus
1282_FT75,1282,Lake,2018,16,fallStatus
1282_FT76,1282,Lake,2018,21,fallStatus
1282_FT77,1282,Lake,2018,30,fallStatus
1282_FT78,1282,Lake,2018,26,fallStatus
1282_FT79,1282,Lake,2018,17,fallStatus
1282_FT80,1282,Lake,2018,21,fallStatus
1282_FT81,1282,Lake,2018,8,fallStatus
1282_FT82,1282,Lake,2018,14,fallStatus
1282_FT83,1282,Lake,2018,9,fallStatus
1282_FT84,1282,Lake,2018,6,fallStatus
1282_FT85,1282,Lake,2018,10,fallStatus
1282_FT86,1282,Lake,2018,11,fallStatus
1282_FT87,1282,Lake,2018,10,fallStatus
1282_FT88,1282,Lake,2018,10,fallStatus
1282_FT89,1282,Lake,2018,7,fallStatus
1282_FT90,1282,Lake,2018,14,fallStatus
1282_FT91,1282,Lake,2018,20,fallStatus
1282_FT92,1282,Lake,2018,11,fallStatus
1282_FT93,1282,Lake,2018,19,fallStatus
1282_FT94,1282,Lake,2018,23,fallStatus
1282_FT95,1282,Lake,2018,13,fallStatus
1282_FT96,1282,Lake,2018,9,fallStatus
1282_FT97,1282,Lake,2018,20,fallStatus
197_FT01,197,Lake,2018,6,fallStatus
197_FT03,197,Lake,2018,4,fallStatus
197_FT11,197,Lake,2018,10,fallStatus
197_FT29,197,Lake,2018,17,fallStatus
197_FT31,197,Lake,2018,8,fallStatus
197_FT33,197,Lake,2018,61,fallStatus
197_FT35,197,Lake,2018,12,fallStatus
197_FT53,197,Lake,2018,7,fallStatus
197_FT54,197,Lake,2018,5,fallStatus
197_FT55,197,Lake,2018,7,fallStatus
197_FT61,197,Lake,2018,17,fallStatus
197_FT62,197,Lake,2018,18,fallStatus
197_FT64,197,Lake,2018,17,fallStatus
197_FT65,197,Lake,2018,6,fallStatus
197_FT66,197,Lake,2018,3,fallStatus
197_FT67,197,Lake,2018,30,fallStatus
197_FT69,197,Lake,2018,9,fallStatus
197_FT72,197,Lake,2018,49,fallStatus
197_FT74,197,Lake,2018,39,fallStatus
197_FT75,197,Lake,2018,10,fallStatus
197_FT76,197,Lake,2018,6,fallStatus
197_FT77,197,Lake,2018,8,fallStatus
197_FT78,197,Lake,2018,31,fallStatus
197_FT79,197,Lake,2018,31,fallStatus
197_FT80,197,Lake,2018,36,fallStatus
197_FT81,197,Lake,2018,6,fallStatus
197_FT82,197,Lake,2018,18,fallStatus
197_FT83,197,Lake,2018,9,fallStatus
197_FT84,197,Lake,2018,13,fallStatus
197_FT85,197,Lake,2018,9,fallStatus
197_FT86,197,Lake,2018,5,fallStatus
197_FT87,197,Lake,2018,17,fallStatus
197_FT88,197,Lake,2018,12,fallStatus
197_FT89,197,Lake,2018,21,fallStatus
197_FT90,197,Lake,2018,29,fallStatus
197_FT91,197,Lake,2018,20,fallStatus
197_FT92,197,Lake,2018,7,fallStatus
197_FT93,197,Lake,2018,48,fallStatus
197_FT94,197,Lake,2018,18,fallStatus
197_FT95,197,Lake,2018,12,fallStatus
197_FT96,197,Lake,2018,26,fallStatus
197_FT97,197,Lake,2018,20,fallStatus
197_FT98,197,Lake,2018,13,fallStatus
197_FT99,197,Lake,2018,26,fallStatus
197_FT100,197,Lake,2018,19,fallStatus
197_FT101,197,Lake,2018,16,fallStatus
197_FT102,197,Lake,2018,6,fallStatus
197_FT103,197,Lake,2018,9,fallStatus
197_FT104,197,Lake,2018,19,fallStatus
197_FT105,197,Lake,2018,13,fallStatus
197_FT106,197,Lake,2018,13,fallStatus
197_FT107,197,Lake,2018,8,fallStatus
197_FT108,197,Lake,2018,14,fallStatus
197_FT109,197,Lake,2018,10,fallStatus
197_FT110,197,Lake,2018,16,fallStatus
197_FT111,197,Lake,2018,15,fallStatus
197_FT112,197,Lake,2018,22,fallStatus
197_FT113,197,Lake,2018,23,fallStatus
197_FT114,197,Lake,2018,12,fallStatus
197_FT115,197,Lake,2018,6,fallStatus
197_FT116,197,Lake,2018,5,fallStatus
197_FT117,197,Lake,2018,15,fallStatus
197_FT118,197,Lake,2018,8,fallStatus
197_FT119,197,Lake,2018,6,fallStatus
197_FT120,197,Lake,2018,15,fallStatus
197_FT121,197,Lake,2018,13,fallStatus
197_FT122,197,Lake,2018,16,fallStatus
197_FT123,197,Lake,2018,21,fallStatus
197_FT124,197,Lake,2018,37,fallStatus
197_FT125,197,Lake,2018,12,fallStatus
197_FT126,197,Lake,2018,9,fallStatus
197_FT127,197,Lake,2018,12,fallStatus
197_FT128,197,Lake,2018,21,fallStatus
197_FT129,197,Lake,2018,24,fallStatus
197_FT130,197,Lake,2018,10,fallStatus
197_FT131,197,Lake,2018,8,fallStatus
197_FT132,197,Lake,2018,14,fallStatus
197_FT133,197,Lake,2018,16,fallStatus
197_FT134,197,Lake,2018,11,fallStatus
197_FT135,197,Lake,2018,10,fallStatus
197_FT136,197,Lake,2018,8,fallStatus
197_FT137,197,Lake,2018,26,fallStatus
197_FT138,197,Lake,2018,15,fallStatus
197_FT139,197,Lake,2018,12,fallStatus
2866_FT01,2866,Lake,2018,20,fallStatus
2866_FT04,2866,Lake,2018,16,fallStatus
2866_FT06,2866,Lake,2018,14,fallStatus
2866_FT08,2866,Lake,2018,19,fallStatus
2866_FT17,2866,Lake,2018,8,fallStatus
2866_FT18,2866,Lake,2018,19,fallStatus
2866_FT19,2866,Lake,2018,23,fallStatus
2866_FT22,2866,Lake,2018,12,fallStatus
2866_FT23,2866,Lake,2018,4,fallStatus
2866_FT24,2866,Lake,2018,18,fallStatus
2866_FT30,2866,Lake,2018,39,fallStatus
2866_FT31,2866,Lake,2018,9,fallStatus
2866_FT32,2866,Lake,2018,30,fallStatus
2866_FT33,2866,Lake,2018,25,fallStatus
2866_FT34,2866,Lake,2018,26,fallStatus
2866_FT35,2866,Lake,2018,16,fallStatus
2866_FT36,2866,Lake,2018,15,fallStatus
2866_FT37,2866,Lake,2018,39,fallStatus
2866_FT38,2866,Lake,2018,6,fallStatus
2866_FT39,2866,Lake,2018,7,fallStatus
2866_FT40,2866,Lake,2018,26,fallStatus
2866_FT41,2866,Lake,2018,16,fallStatus
2866_FT42,2866,Lake,2018,19,fallStatus
2866_FT43,2866,Lake,2018,6,fallStatus
2866_FT44,2866,Lake,2018,28,fallStatus
2866_FT45,2866,Lake,2018,10,fallStatus
2866_FT46,2866,Lake,2018,12,fallStatus
2866_FT47,2866,Lake,2018,8,fallStatus
2866_FT48,2866,Lake,2018,8,fallStatus
1397_FT19,1397,Pond,2018,41,fallStatus
1397_FT20,1397,Pond,2018,8,fallStatus
1397_FT21,1397,Pond,2018,18,fallStatus
1397_FT22,1397,Pond,2018,21,fallStatus
1397_FT24,1397,Pond,2018,9,fallStatus
1397_FT25,1397,Pond,2018,12,fallStatus
1913_FT01,1913,Pond,2018,15,fallStatus
1913_FT02,1913,Pond,2018,55,fallStatus
1913_FT12,1913,Pond,2018,48,fallStatus
1913_FT13,1913,Pond,2018,34,fallStatus
1913_FT14,1913,Pond,2018,40,fallStatus
1913_FT15,1913,Pond,2018,47,fallStatus
1913_FT16,1913,Pond,2018,65,fallStatus
1913_FT17,1913,Pond,2018,40,fallStatus
1913_FT18,1913,Pond,2018,40,fallStatus
1913_FT19,1913,Pond,2018,26,fallStatus
1913_FT20,1913,Pond,2018,25,fallStatus
1913_FT21,1913,Pond,2018,55,fallStatus
1913_FT22,1913,Pond,2018,25,fallStatus
1913_FT23,1913,Pond,2018,50,fallStatus
1913_FT24,1913,Pond,2018,44,fallStatus
1913_FT25,1913,Pond,2018,24,fallStatus
1913_FT26,1913,Pond,2018,30,fallStatus
1913_FT27,1913,Pond,2018,59,fallStatus
1913_FT28,1913,Pond,2018,57,fallStatus
1913_FT29,1913,Pond,2018,35,fallStatus
1913_FT30,1913,Pond,2018,50,fallStatus
1913_FT31,1913,Pond,2018,63,fallStatus
1913_FT32,1913,Pond,2018,49,fallStatus
1913_FT33,1913,Pond,2018,26,fallStatus
