beavCaptID,camDeployID,lodgeNumber,lodgeType,Season,inOutWater,timeOnLand
854,75,3557,Pond,Spring,Yes,4
855,75,3557,Pond,Spring,Yes,11
856,75,3557,Pond,Spring,Yes,3
857,75,3557,Pond,Spring,Yes,2
858,75,3557,Pond,Spring,Yes,1
859,75,3557,Pond,Spring,Yes,1
860,75,3557,Pond,Spring,Yes,2
861,75,3557,Pond,Spring,Yes,2
863,75,3557,Pond,Spring,Yes,1
873,75,3557,Pond,Spring,Yes,3
875,75,3557,Pond,Spring,Yes,4
876,75,3557,Pond,Spring,Yes,3
878,75,3557,Pond,Spring,Yes,2
882,75,3557,Pond,Spring,Yes,1
883,75,3557,Pond,Spring,Yes,2
886,75,3557,Pond,Spring,Yes,2
887,75,3557,Pond,Spring,Yes,12
890,75,3557,Pond,Spring,yes,1
894,75,3557,Pond,Spring,Yes,2
895,75,3557,Pond,Spring,Yes,3
897,75,3557,Pond,Spring,Yes,1
898,75,3557,Pond,Spring,Yes,2
899,75,3557,Pond,Spring,Yes,2
900,75,3557,Pond,Spring,Yes,1
902,75,3557,Pond,Spring,Yes,3
903,75,3557,Pond,Spring,Yes,3
907,75,3557,Pond,Spring,Yes,1
910,75,3557,Pond,Spring,Yes,7
911,75,3557,Pond,Spring,Yes,1
915,75,3557,Pond,Spring,Yes,9
919,75,3557,Pond,Spring,Yes,5
920,75,3557,Pond,Spring,Yes,4
922,75,3557,Pond,Spring,Yes,2
923,75,3557,Pond,Spring,Yes,4
924,75,3557,Pond,Spring,Yes,2
929,75,3557,Pond,Spring,Yes,5
932,75,3557,Pond,Spring,Yes,3
934,75,3557,Pond,Spring,Yes,3
943,95,303,Pond,Summer,Yes,2
944,95,303,Pond,Summer,Yes,4
1045,88,2985,Pond,Summer,Yes,5
1056,83,3569,Lake,Summer,Yes,1
1058,83,3569,Lake,Summer,Yes,7
1059,83,3569,Lake,Summer,Yes,4
1062,83,3569,Lake,Summer,Yes,9
1064,83,3569,Lake,Summer,Yes,14
1074,83,3569,Lake,Summer,Yes,8
1075,83,3569,Lake,Summer,Yes,17
1078,83,3569,Lake,Summer,Yes,20
1079,83,3569,Lake,Summer,Yes,8
1080,83,3569,Lake,Summer,Yes,16
1081,84,3569,Lake,Summer,Yes,3
1082,84,3569,Lake,Summer,Yes,6
1083,84,3569,Lake,Summer,Yes,5
1084,84,3569,Lake,Summer,Yes,7
1085,84,3569,Lake,Summer,Yes,4
1086,84,3569,Lake,Summer,Yes,10
1087,84,3569,Lake,Summer,Yes,1
1088,84,3569,Lake,Summer,Yes,8
1089,84,3569,Lake,Summer,Yes,3
1090,84,3569,Lake,Summer,Yes,4
1091,84,3569,Lake,Summer,Yes,6
1092,84,3569,Lake,Summer,Yes,4
1093,84,3569,Lake,Summer,Yes,7
1094,84,3569,Lake,Summer,Yes,1
1095,84,3569,Lake,Summer,Yes,16
1097,84,3569,Lake,Summer,Yes,1
1099,84,3569,Lake,Summer,Yes,6
1100,84,3569,Lake,Summer,Yes,11
1101,84,3569,Lake,Summer,Yes,25
1102,84,3569,Lake,Summer,Yes,19
1103,84,3569,Lake,Summer,Yes,2
1104,84,3569,Lake,Summer,Yes,2
1105,84,3569,Lake,Summer,Yes,7
1108,84,3569,Lake,Summer,Yes,5
1110,84,3569,Lake,Summer,Yes,6
1111,84,3569,Lake,Summer,Yes,3
1113,84,3569,Lake,Summer,Yes,2
1115,84,3569,Lake,Summer,Yes,3
1116,84,3569,Lake,Summer,Yes,3
1117,84,3569,Lake,Summer,Yes,3
1118,84,3569,Lake,Summer,Yes,4
1119,84,3569,Lake,Summer,Yes,1
1120,84,3569,Lake,Summer,Yes,2
1121,84,3569,Lake,Summer,Yes,1
1122,84,3569,Lake,Summer,Yes,4
1123,84,3569,Lake,Summer,Yes,6
1133,84,3569,Lake,Summer,Yes,4
1135,84,3569,Lake,Summer,Yes,8
1136,84,3569,Lake,Summer,Yes,3
1138,84,3569,Lake,Summer,Yes,4
1140,84,3569,Lake,Summer,Yes,5
1142,84,3569,Lake,Summer,Yes,12
1143,84,3569,Lake,Summer,Yes,1
1145,84,3569,Lake,Summer,Yes,8
1146,84,3569,Lake,Summer,Yes,4
1147,84,3569,Lake,Summer,Yes,6
1148,84,3569,Lake,Summer,Yes,5
1149,84,3569,Lake,Summer,Yes,11
1151,84,3569,Lake,Summer,Yes,7
1152,84,3569,Lake,Summer,Yes,10
1153,84,3569,Lake,Summer,Yes,4
1154,84,3569,Lake,Summer,Yes,2
1155,84,3569,Lake,Summer,Yes,7
1156,84,3569,Lake,Summer,Yes,4
1159,84,3569,Lake,Summer,Yes,8
1160,84,3569,Lake,Summer,Yes,12
1161,84,3569,Lake,Summer,Yes,9
1162,84,3569,Lake,Summer,Yes,7
1163,84,3569,Lake,Summer,Yes,7
1165,84,3569,Lake,Summer,Yes,6
1167,84,3569,Lake,Summer,Yes,9
1169,84,3569,Lake,Summer,Yes,6
1170,84,3569,Lake,Summer,Yes,7
1171,84,3569,Lake,Summer,Yes,6
1172,84,3569,Lake,Summer,Yes,9
1173,84,3569,Lake,Summer,Yes,14
1174,84,3569,Lake,Summer,Yes,16
1176,84,3569,Lake,Summer,Yes,3
1177,84,3569,Lake,Summer,Yes,7
1178,84,3569,Lake,Summer,Yes,12
1179,84,3569,Lake,Summer,Yes,2
1180,84,3569,Lake,Summer,Yes,13
1181,84,3569,Lake,Summer,Yes,9
1185,84,3569,Lake,Summer,Yes,3
1186,84,3569,Lake,Summer,Yes,1
1187,84,3569,Lake,Summer,Yes,3
1189,84,3569,Lake,Summer,Yes,12
1191,84,3569,Lake,Summer,Yes,3
1192,84,3569,Lake,Summer,Yes,3
1193,84,3569,Lake,Summer,Yes,3
1194,84,3569,Lake,Summer,Yes,10
1195,84,3569,Lake,Summer,Yes,4
1200,84,3569,Lake,Summer,Yes,5
1201,84,3569,Lake,Summer,Yes,4
1202,84,3569,Lake,Summer,Yes,1
1205,84,3569,Lake,Summer,Yes,14
1206,84,3569,Lake,Summer,Yes,6
1209,84,3569,Lake,Summer,Yes,12
1211,84,3569,Lake,Summer,Yes,7
1212,84,3569,Lake,Summer,Yes,5
1213,84,3569,Lake,Summer,Yes,10
1215,84,3569,Lake,Summer,Yes,6
1218,84,3569,Lake,Summer,Yes,10
1220,84,3569,Lake,Summer,Yes,8
1221,84,3569,Lake,Summer,Yes,8
1222,84,3569,Lake,Summer,Yes,8
1227,84,3569,Lake,Summer,Yes,1
1228,84,3569,Lake,Summer,Yes,21
1229,84,3569,Lake,Summer,Yes,5
1234,84,3569,Lake,Summer,Yes,15
1237,84,3569,Lake,Summer,Yes,3
1239,84,3569,Lake,Summer,Yes,14
1240,84,3569,Lake,Summer,Yes,1
1241,84,3569,Lake,Summer,Yes,7
1242,84,3569,Lake,Summer,Yes,7
1244,84,3569,Lake,Summer,Yes,16
1246,84,3569,Lake,Summer,Yes,3
1249,84,3569,Lake,Summer,Yes,7
1251,84,3569,Lake,Summer,Yes,3
1253,84,3569,Lake,Summer,Yes,10
1255,84,3569,Lake,Summer,Yes,1
1256,84,3569,Lake,Summer,Yes,2
1257,84,3569,Lake,Summer,Yes,14
1259,84,3569,Lake,Summer,Yes,21
1262,84,3569,Lake,Summer,Yes,3
1263,84,3569,Lake,Summer,Yes,4
1264,84,3569,Lake,Summer,Yes,7
1266,84,3569,Lake,Summer,Yes,1
1267,84,3569,Lake,Summer,Yes,3
1268,84,3569,Lake,Summer,Yes,16
1269,84,3569,Lake,Summer,Yes,7
1270,84,3569,Lake,Summer,Yes,11
1271,84,3569,Lake,Summer,Yes,3
1272,84,3569,Lake,Summer,Yes,11
1273,84,3569,Lake,Summer,Yes,2
1275,84,3569,Lake,Summer,Yes,4
1276,84,3569,Lake,Summer,Yes,5
1277,84,3569,Lake,Summer,Yes,11
1279,84,3569,Lake,Summer,Yes,4
1280,84,3569,Lake,Summer,Yes,13
1282,84,3569,Lake,Summer,Yes,8
1283,84,3569,Lake,Summer,Yes,7
1284,84,3569,Lake,Summer,Yes,10
1285,84,3569,Lake,Summer,Yes,10
1286,84,3569,Lake,Summer,Yes,8
1287,84,3569,Lake,Summer,Yes,3
1289,84,3569,Lake,Summer,Yes,9
1291,84,3569,Lake,Summer,Yes,8
1292,84,3569,Lake,Summer,Yes,15
1293,84,3569,Lake,Summer,Yes,21
1294,84,3569,Lake,Summer,Yes,26
1295,84,3569,Lake,Summer,Yes,17
1297,84,3569,Lake,Summer,Yes,14
1298,84,3569,Lake,Summer,Yes,12
1299,84,3569,Lake,Summer,Yes,13
1300,84,3569,Lake,Summer,Yes,7
1301,84,3569,Lake,Summer,Yes,9
1304,84,3569,Lake,Summer,Yes,7
1305,84,3569,Lake,Summer,Yes,6
1308,84,3569,Lake,Summer,Yes,2
1309,84,3569,Lake,Summer,Yes,3
1312,84,3569,Lake,Summer,Yes,5
1319,84,3569,Lake,Summer,Yes,2
1320,84,3569,Lake,Summer,Yes,9
1322,84,3569,Lake,Summer,Yes,4
1323,84,3569,Lake,Summer,Yes,20
1324,84,3569,Lake,Summer,Yes,2
1327,84,3569,Lake,Summer,Yes,5
1328,84,3569,Lake,Summer,Yes,12
1329,84,3569,Lake,Summer,Yes,3
1330,106,1019,Lake,Summer,Yes,28
1335,106,1019,Lake,Summer,Yes,4
1336,106,1019,Lake,Summer,Yes,17
1337,106,1019,Lake,Summer,Yes,30
1339,106,1019,Lake,Summer,Yes,21
1340,106,1019,Lake,Summer,Yes,10
1342,106,1019,Lake,Summer,Yes,26
1343,106,1019,Lake,Summer,Yes,17
1344,106,1019,Lake,Summer,Yes,7
1346,106,1019,Lake,Summer,Yes,11
1347,107,1019,Lake,Summer,Yes,3
1649,110,2303,Pond,Summer,Yes,1
1723,103,2326,Pond,Summer,Yes,4
1724,103,2326,Pond,Summer,Yes,2
1725,103,2326,Pond,Summer,Yes,3
1726,103,2326,Pond,Summer,Yes,1
1727,103,2326,Pond,Summer,Yes,1
1728,103,2326,Pond,Summer,Yes,2
1729,103,2326,Pond,Summer,Yes,10
1731,103,2326,Pond,Summer,Yes,8
1732,103,2326,Pond,Summer,Yes,14
1733,103,2326,Pond,Summer,Yes,3
1735,118,3550,Lake,Summer,Yes,15
1737,119,3550,Lake,Summer,Yes,6
1738,119,3550,Lake,Summer,Yes,5
1740,119,3550,Lake,Summer,Yes,10
1744,119,3550,Lake,Summer,Yes,4
1749,119,3550,Lake,Summer,Yes,1
1752,119,3550,Lake,Summer,Yes,6
1757,120,3550,Lake,Summer,Yes,5
1758,120,3550,Lake,Summer,Yes,25
1759,120,3550,Lake,Summer,Yes,10
1760,120,3550,Lake,Summer,Yes,7
1762,120,3550,Lake,Summer,Yes,3
1763,120,3550,Lake,Summer,Yes,6
1764,120,3550,Lake,Summer,Yes,19
1765,120,3550,Lake,Summer,Yes,15
1769,120,3550,Lake,Summer,Yes,14
1770,120,3550,Lake,Summer,Yes,10
1775,120,3550,Lake,Summer,Yes,7
1776,120,3550,Lake,Summer,Yes,7
1777,120,3550,Lake,Summer,Yes,8
1778,120,3550,Lake,Summer,Yes,7
1780,120,3550,Lake,Summer,Yes,3
1781,120,3550,Lake,Summer,Yes,6
1782,120,3550,Lake,Summer,Yes,6
1785,120,3550,Lake,Summer,Yes,5
1875,134,2288,Pond,Summer,Yes,1
1876,134,2288,Pond,Summer,Yes,1
1879,134,2288,Pond,Summer,Yes,3
1883,134,2288,Pond,Summer,Yes,2
1885,134,2288,Pond,Summer,Yes,3
1889,135,2288,Pond,Summer,Yes,8
1890,135,2288,Pond,Summer,Yes,5
1891,135,2288,Pond,Summer,Yes,1
1892,135,2288,Pond,Summer,Yes,2
1893,135,2288,Pond,Summer,Yes,3
1894,135,2288,Pond,Summer,Yes,13
1896,135,2288,Pond,Summer,Yes,3
1897,135,2288,Pond,Summer,Yes,5
1898,135,2288,Pond,Summer,Yes,4
1899,135,2288,Pond,Summer,Yes,19
1900,135,2288,Pond,Summer,Yes,4
1901,135,2288,Pond,Summer,Yes,3
1906,135,2288,Pond,Summer,Yes,2
1911,135,2288,Pond,Summer,Yes,6
1914,135,2288,Pond,Summer,Yes,3
1915,135,2288,Pond,Summer,Yes,2
1916,135,2288,Pond,Summer,Yes,3
1917,135,2288,Pond,Summer,Yes,2
1918,135,2288,Pond,Summer,Yes,11
1919,135,2288,Pond,Summer,Yes,3
1920,135,2288,Pond,Summer,Yes,1
1922,135,2288,Pond,Summer,Yes,1
1923,135,2288,Pond,Summer,Yes,2
1929,135,2288,Pond,Summer,Yes,2
1930,135,2288,Pond,Summer,Yes,4
1931,135,2288,Pond,Summer,Yes,2
1934,135,2288,Pond,Summer,Yes,25
1935,135,2288,Pond,Summer,Yes,6
1936,135,2288,Pond,Summer,Yes,1
1937,135,2288,Pond,Summer,Yes,5
1940,135,2288,Pond,Summer,Yes,3
1941,135,2288,Pond,Summer,Yes,2
1943,135,2288,Pond,Summer,Yes,1
1944,135,2288,Pond,Summer,Yes,4
1945,135,2288,Pond,Summer,Yes,7
1946,135,2288,Pond,Summer,Yes,3
1947,135,2288,Pond,Summer,Yes,3
1948,135,2288,Pond,Summer,Yes,3
1950,135,2288,Pond,Summer,Yes,2
1951,135,2288,Pond,Summer,Yes,4
1952,135,2288,Pond,Summer,Yes,3
1955,135,2288,Pond,Summer,Yes,1
1956,135,2288,Pond,Summer,Yes,2
1957,135,2288,Pond,Summer,Yes,2
1958,135,2288,Pond,Summer,Yes,6
1959,135,2288,Pond,Summer,Yes,1
1964,135,2288,Pond,Summer,Yes,2
1965,135,2288,Pond,Summer,Yes,4
1969,135,2288,Pond,Summer,Yes,2
1970,135,2288,Pond,Summer,Yes,7
1971,135,2288,Pond,Summer,Yes,3
1974,135,2288,Pond,Summer,Yes,2
1976,135,2288,Pond,Summer,Yes,1
1977,135,2288,Pond,Summer,Yes,1
1982,135,2288,Pond,Summer,Yes,2
1983,135,2288,Pond,Summer,Yes,3
1984,135,2288,Pond,Summer,Yes,2
1986,135,2288,Pond,Summer,Yes,1
1988,135,2288,Pond,Summer,Yes,5
1990,135,2288,Pond,Summer,Yes,6
1991,135,2288,Pond,Summer,Yes,1
1992,135,2288,Pond,Summer,Yes,11
1994,135,2288,Pond,Summer,Yes,5
1995,135,2288,Pond,Summer,Yes,6
1996,135,2288,Pond,Summer,Yes,1
1998,135,2288,Pond,Summer,Yes,5
1999,135,2288,Pond,Summer,Yes,5
2001,135,2288,Pond,Summer,Yes,1
2003,135,2288,Pond,Summer,Yes,2
2004,135,2288,Pond,Summer,Yes,1
2006,135,2288,Pond,Summer,Yes,2
2008,135,2288,Pond,Summer,Yes,3
2010,135,2288,Pond,Summer,Yes,2
2011,135,2288,Pond,Summer,Yes,3
2012,135,2288,Pond,Summer,Yes,3
2013,135,2288,Pond,Summer,Yes,3
2015,135,2288,Pond,Summer,Yes,8
2017,135,2288,Pond,Summer,Yes,1
2018,135,2288,Pond,Summer,Yes,2
2020,135,2288,Pond,Summer,Yes,1
2021,135,2288,Pond,Summer,Yes,1
2028,135,2288,Pond,Summer,Yes,1
2033,135,2288,Pond,Summer,Yes,2
2036,135,2288,Pond,Summer,Yes,3
2038,135,2288,Pond,Summer,Yes,3
2039,135,2288,Pond,Summer,Yes,1
2041,135,2288,Pond,Summer,Yes,8
2042,135,2288,Pond,Summer,Yes,6
2047,135,2288,Pond,Summer,Yes,2
2051,135,2288,Pond,Summer,Yes,3
2052,135,2288,Pond,Summer,Yes,1
2055,135,2288,Pond,Summer,Yes,5
2058,136,2288,Pond,Summer,Yes,2
2059,136,2288,Pond,Summer,Yes,2
2060,136,2288,Pond,Summer,Yes,2
2062,136,2288,Pond,Summer,Yes,3
2089,138,3557,Pond,Summer,Yes,1
2090,138,3557,Pond,Summer,Yes,4
2091,138,3557,Pond,Summer,Yes,4
2093,138,3557,Pond,Summer,Yes,2
2094,138,3557,Pond,Summer,Yes,2
2095,138,3557,Pond,Summer,Yes,2
2096,139,3557,Pond,Summer,Yes,2
2097,139,3557,Pond,Summer,Yes,4
2099,139,3557,Pond,Summer,Yes,3
2102,139,3557,Pond,Summer,Yes,2
2103,140,3557,Pond,Summer,Yes,1
2104,140,3557,Pond,Summer,Yes,3
2105,140,3557,Pond,Summer,Yes,1
2106,140,3557,Pond,Summer,Yes,1
2109,140,3557,Pond,Summer,Yes,2
2110,140,3557,Pond,Summer,Yes,1
2112,140,3557,Pond,Summer,Yes,2
2117,140,3557,Pond,Summer,Yes,7
2118,140,3557,Pond,Summer,Yes,2
2119,140,3557,Pond,Summer,Yes,2
2120,140,3557,Pond,Summer,Yes,1
2123,140,3557,Pond,Summer,Yes,2
2126,140,3557,Pond,Summer,Yes,2
2131,140,3557,Pond,Summer,Yes,3
2133,140,3557,Pond,Summer,Yes,2
2137,140,3557,Pond,Summer,Yes,2
2139,140,3557,Pond,Summer,Yes,1
2142,140,3557,Pond,Summer,Yes,3
2144,140,3557,Pond,Summer,Yes,1
2145,140,3557,Pond,Summer,Yes,3
2300,127,1066,Lake,Summer,Yes,5
2301,127,1066,Lake,Summer,Yes,5
2302,127,1066,Lake,Summer,Yes,1
2303,127,1066,Lake,Summer,Yes,4
2306,154,303,Pond,Fall,Yes,5
2310,154,303,Pond,Fall,Yes,1
2312,154,303,Pond,Fall,Yes,3
2314,154,303,Pond,Fall,Yes,6
2315,154,303,Pond,Fall,Yes,7
2316,154,303,Pond,Fall,Yes,4
2317,154,303,Pond,Fall,Yes,8
2318,154,303,Pond,Fall,Yes,4
2321,154,303,Pond,Fall,Yes,7
2323,154,303,Pond,Fall,Yes,15
2324,154,303,Pond,Fall,Yes,5
2328,154,303,Pond,Fall,Yes,2
2329,154,303,Pond,Fall,Yes,8
2330,154,303,Pond,Fall,Yes,10
2331,155,303,Pond,Fall,Yes,14
2406,165,1537,Lake,Fall,Yes,3
2410,165,1537,Lake,Fall,Yes,7
2411,165,1537,Lake,Fall,Yes,22
2412,165,1537,Lake,Fall,Yes,6
2415,165,1537,Lake,Fall,Yes,22
2416,165,1537,Lake,Fall,Yes,11
2417,165,1537,Lake,Fall,Yes,7
2432,149,2985,Pond,Fall,Yes,2
2435,149,2985,Pond,Fall,Yes,1
2439,149,2985,Pond,Fall,Yes,5
2444,149,2985,Pond,Fall,Yes,3
2445,149,2985,Pond,Fall,Yes,2
2448,149,2985,Pond,Fall,Yes,1
2450,149,2985,Pond,Fall,Yes,4
2452,149,2985,Pond,Fall,Yes,2
2453,149,2985,Pond,Fall,Yes,3
2456,149,2985,Pond,Fall,Yes,2
2457,149,2985,Pond,Fall,Yes,25
2464,151,2985,Pond,Fall,Yes,1
2465,151,2985,Pond,Fall,Yes,9
2466,151,2985,Pond,Fall,Yes,10
2467,151,2985,Pond,Fall,Yes,2
2468,151,2985,Pond,Fall,Yes,2
2471,151,2985,Pond,Fall,Yes,5
2473,151,2985,Pond,Fall,Yes,6
2483,151,2985,Pond,Fall,Yes,2
2488,158,3569,Lake,Fall,Yes,12
2489,158,3569,Lake,Fall,Yes,6
2490,158,3569,Lake,Fall,Yes,14
2491,158,3569,Lake,Fall,Yes,4
2492,158,3569,Lake,Fall,Yes,3
2494,158,3569,Lake,Fall,Yes,18
2495,158,3569,Lake,Fall,Yes,13
2496,158,3569,Lake,Fall,Yes,30
2499,158,3569,Lake,Fall,Yes,2
2501,158,3569,Lake,Fall,Yes,5
2502,158,3569,Lake,Fall,Yes,17
2503,158,3569,Lake,Fall,Yes,1
2916,186,1019,Lake,Fall,Yes,9
2920,186,1019,Lake,Fall,Yes,3
2921,186,1019,Lake,Fall,Yes,5
2922,186,1019,Lake,Fall,Yes,5
2923,186,1019,Lake,Fall,Yes,2
2924,186,1019,Lake,Fall,Yes,15
2925,186,1019,Lake,Fall,Yes,3
2926,186,1019,Lake,Fall,Yes,1
2927,186,1019,Lake,Fall,Yes,4
2929,186,1019,Lake,Fall,Yes,3
2930,186,1019,Lake,Fall,Yes,3
2931,186,1019,Lake,Fall,Yes,4
2933,186,1019,Lake,Fall,Yes,14
2934,186,1019,Lake,Fall,Yes,4
2935,186,1019,Lake,Fall,Yes,2
2936,186,1019,Lake,Fall,Yes,3
2938,186,1019,Lake,Fall,Yes,2
2939,187,1019,Lake,Fall,Yes,15
2941,187,1019,Lake,Fall,Yes,1
2943,187,1019,Lake,Fall,Yes,2
2945,187,1019,Lake,Fall,Yes,2
2946,187,1019,Lake,Fall,Yes,5
2947,187,1019,Lake,Fall,Yes,8
2950,187,1019,Lake,Fall,Yes,18
2952,187,1019,Lake,Fall,Yes,7
2953,187,1019,Lake,Fall,Yes,5
2954,187,1019,Lake,Fall,Yes,16
2955,187,1019,Lake,Fall,Yes,17
2956,187,1019,Lake,Fall,Yes,3
2957,187,1019,Lake,Fall,Yes,19
2958,187,1019,Lake,Fall,Yes,14
2959,187,1019,Lake,Fall,Yes,4
2960,187,1019,Lake,Fall,Yes,10
2961,187,1019,Lake,Fall,Yes,19
2963,187,1019,Lake,Fall,Yes,2
2964,187,1019,Lake,Fall,Yes,3
2965,187,1019,Lake,Fall,Yes,4
2966,187,1019,Lake,Fall,Yes,21
2967,187,1019,Lake,Fall,Yes,12
2969,187,1019,Lake,Fall,Yes,2
2970,187,1019,Lake,Fall,Yes,2
2971,187,1019,Lake,Fall,Yes,2
2972,187,1019,Lake,Fall,Yes,16
2973,187,1019,Lake,Fall,Yes,27
2974,187,1019,Lake,Fall,Yes,4
2975,187,1019,Lake,Fall,Yes,5
2976,187,1019,Lake,Fall,Yes,7
2977,187,1019,Lake,Fall,Yes,3
2978,187,1019,Lake,Fall,Yes,6
2979,187,1019,Lake,Fall,Yes,4
2980,187,1019,Lake,Fall,Yes,5
2981,187,1019,Lake,Fall,Yes,27
2982,187,1019,Lake,Fall,Yes,28
2983,187,1019,Lake,Fall,Yes,9
2986,187,1019,Lake,Fall,Yes,3
2989,187,1019,Lake,Fall,Yes,19
2993,187,1019,Lake,Fall,Yes,7
2994,187,1019,Lake,Fall,Yes,21
2995,187,1019,Lake,Fall,Yes,7
2996,187,1019,Lake,Fall,Yes,2
2997,187,1019,Lake,Fall,Yes,2
3000,187,1019,Lake,Fall,Yes,4
3005,187,1019,Lake,Fall,Yes,6
3007,188,1019,Lake,Fall,Yes,1
3008,188,1019,Lake,Fall,Yes,6
3009,188,1019,Lake,Fall,Yes,10
3010,188,1019,Lake,Fall,Yes,5
3014,188,1019,Lake,Fall,Yes,6
3015,188,1019,Lake,Fall,Yes,10
3016,188,1019,Lake,Fall,Yes,5
3019,188,1019,Lake,Fall,Yes,8
3020,188,1019,Lake,Fall,Yes,11
3021,188,1019,Lake,Fall,Yes,11
3022,188,1019,Lake,Fall,Yes,9
3023,188,1019,Lake,Fall,Yes,5
3024,188,1019,Lake,Fall,Yes,10
3025,188,1019,Lake,Fall,Yes,10
3026,188,1019,Lake,Fall,Yes,4
3027,188,1019,Lake,Fall,Yes,10
3028,188,1019,Lake,Fall,Yes,4
3029,188,1019,Lake,Fall,Yes,12
3030,188,1019,Lake,Fall,Yes,8
3034,188,1019,Lake,Fall,Yes,14
3035,188,1019,Lake,Fall,Yes,5
3036,188,1019,Lake,Fall,Yes,21
3037,188,1019,Lake,Fall,Yes,9
3039,188,1019,Lake,Fall,Yes,3
3040,188,1019,Lake,Fall,Yes,11
3041,188,1019,Lake,Fall,Yes,3
3042,188,1019,Lake,Fall,Yes,3
3043,188,1019,Lake,Fall,Yes,4
3044,188,1019,Lake,Fall,Yes,4
3045,188,1019,Lake,Fall,Yes,3
3046,188,1019,Lake,Fall,Yes,6
3048,188,1019,Lake,Fall,Yes,16
3049,188,1019,Lake,Fall,Yes,27
3050,188,1019,Lake,Fall,Yes,10
3052,188,1019,Lake,Fall,Yes,13
3053,188,1019,Lake,Fall,Yes,5
3055,188,1019,Lake,Fall,Yes,10
3056,188,1019,Lake,Fall,Yes,6
3057,188,1019,Lake,Fall,Yes,6
3059,188,1019,Lake,Fall,Yes,19
3061,188,1019,Lake,Fall,Yes,7
3063,188,1019,Lake,Fall,Yes,5
3064,188,1019,Lake,Fall,Yes,8
3065,188,1019,Lake,Fall,Yes,2
3066,188,1019,Lake,Fall,Yes,7
3068,188,1019,Lake,Fall,Yes,7
3070,188,1019,Lake,Fall,Yes,3
3072,188,1019,Lake,Fall,Yes,10
3073,188,1019,Lake,Fall,Yes,7
3074,188,1019,Lake,Fall,Yes,3
3075,188,1019,Lake,Fall,Yes,4
3076,188,1019,Lake,Fall,Yes,7
3077,188,1019,Lake,Fall,Yes,10
3078,188,1019,Lake,Fall,Yes,1
3079,188,1019,Lake,Fall,Yes,2
3080,188,1019,Lake,Fall,Yes,5
3081,188,1019,Lake,Fall,Yes,4
3082,188,1019,Lake,Fall,Yes,16
3083,188,1019,Lake,Fall,Yes,3
3084,188,1019,Lake,Fall,Yes,4
3085,188,1019,Lake,Fall,Yes,4
3087,188,1019,Lake,Fall,Yes,12
3088,188,1019,Lake,Fall,Yes,4
3089,188,1019,Lake,Fall,Yes,5
3090,188,1019,Lake,Fall,Yes,5
3091,188,1019,Lake,Fall,Yes,4
3092,188,1019,Lake,Fall,Yes,4
3093,188,1019,Lake,Fall,Yes,11
3094,188,1019,Lake,Fall,Yes,3
3096,188,1019,Lake,Fall,Yes,3
3097,188,1019,Lake,Fall,Yes,7
3098,188,1019,Lake,Fall,Yes,4
3099,188,1019,Lake,Fall,Yes,6
3100,188,1019,Lake,Fall,Yes,6
3101,188,1019,Lake,Fall,Yes,2
3104,188,1019,Lake,Fall,Yes,12
3105,188,1019,Lake,Fall,Yes,3
3106,188,1019,Lake,Fall,Yes,6
3107,188,1019,Lake,Fall,Yes,3
3108,188,1019,Lake,Fall,Yes,6
3109,188,1019,Lake,Fall,Yes,2
3110,188,1019,Lake,Fall,Yes,2
3556,189,2303,Pond,Fall,Yes,1
3559,189,2303,Pond,Fall,Yes,1
3567,190,2303,Pond,Fall,Yes,3
3569,190,2303,Pond,Fall,Yes,4
3570,190,2303,Pond,Fall,Yes,4
3571,190,2303,Pond,Fall,Yes,2
3574,190,2303,Pond,Fall,Yes,23
3575,190,2303,Pond,Fall,Yes,1
3577,190,2303,Pond,Fall,Yes,2
3582,191,2303,Pond,Fall,Yes,2
3584,191,2303,Pond,Fall,Yes,3
3585,191,2303,Pond,Fall,Yes,2
3587,191,2303,Pond,Fall,Yes,1
3588,191,2303,Pond,Fall,Yes,2
3589,191,2303,Pond,Fall,Yes,2
3590,191,2303,Pond,Fall,Yes,6
3592,191,2303,Pond,Fall,Yes,1
3594,191,2303,Pond,Fall,Yes,1
3599,191,2303,Pond,Fall,Yes,1
3602,191,2303,Pond,Fall,Yes,2
3603,191,2303,Pond,Fall,Yes,2
3604,191,2303,Pond,Fall,Yes,2
3605,191,2303,Pond,Fall,Yes,2
3606,191,2303,Pond,Fall,Yes,3
3608,191,2303,Pond,Fall,Yes,7
3609,191,2303,Pond,Fall,Yes,4
3613,191,2303,Pond,Fall,Yes,15
3614,191,2303,Pond,Fall,Yes,5
3615,191,2303,Pond,Fall,Yes,3
3616,191,2303,Pond,Fall,Yes,3
3618,191,2303,Pond,Fall,Yes,4
3619,191,2303,Pond,Fall,Yes,1
3621,191,2303,Pond,Fall,Yes,3
3622,191,2303,Pond,Fall,Yes,2
3623,191,2303,Pond,Fall,Yes,3
3625,191,2303,Pond,Fall,Yes,1
3626,191,2303,Pond,Fall,Yes,2
3627,191,2303,Pond,Fall,Yes,4
3628,191,2303,Pond,Fall,Yes,6
3630,191,2303,Pond,Fall,Yes,4
3631,191,2303,Pond,Fall,Yes,3
3632,191,2303,Pond,Fall,Yes,2
3633,191,2303,Pond,Fall,Yes,3
3635,191,2303,Pond,Fall,Yes,5
3636,191,2303,Pond,Fall,Yes,4
3638,191,2303,Pond,Fall,Yes,1
